latin	arabic_form	form_kind	source_url	date_read	fetch_sha256	domain	market	licence	cldr_key
Ghanaian Cedi	سيدي غانا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GHS/displayName
Gibraltar Pound	جنيه جبل طارق	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GIP/displayName
Gambian Dalasi	دلاسي غامبي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GMD/displayName
Guinean Franc	فرنك غينيا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GNF/displayName
Guinean Syli	سيلي غينيا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GNS/displayName
Equatorial Guinean Ekwele	اكويل جونينا غينيا الاستوائيّة	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GQE/displayName
Greek Drachma	دراخما يوناني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GRD/displayName
Guatemalan Quetzal	كوتزال غواتيمالا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GTQ/displayName
Portuguese Guinea Escudo	اسكود برتغالي غينيا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GWE/displayName
Guinea-Bissau Peso	بيزو غينيا بيساو	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GWP/displayName
Guyanaese Dollar	دولار غيانا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/GYD/displayName
Hong Kong Dollar	دولار هونغ كونغ	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/HKD/displayName
Honduran Lempira	ليمبيرا هنداروس	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/HNL/displayName
Croatian Dinar	دينار كرواتي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/HRD/displayName
Croatian Kuna	كونا كرواتي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/HRK/displayName
Haitian Gourde	جوردى هايتي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/HTG/displayName
Hungarian Forint	فورينت هنغاري	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/HUF/displayName
Indonesian Rupiah	روبية إندونيسية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/IDR/displayName
Irish Pound	جنيه إيرلندي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/IEP/displayName
Israeli Pound	جنيه إسرائيلي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/ILP/displayName
Israeli New Shekel	شيكل إسرائيلي جديد	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/ILS/displayName
Indian Rupee	روبية هندي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/INR/displayName
Iraqi Dinar	دينار عراقي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/IQD/displayName
Iranian Rial	ريال إيراني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/IRR/displayName
Icelandic Króna	كرونة أيسلندية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/ISK/displayName
Italian Lira	ليرة إيطالية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/ITL/displayName
Jamaican Dollar	دولار جامايكي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/JMD/displayName
Jordanian Dinar	دينار أردني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/JOD/displayName
Japanese Yen	ين ياباني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/JPY/displayName
Kenyan Shilling	شلن كينيي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KES/displayName
Kyrgyz Som	سوم قيرغستاني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KGS/displayName
Cambodian Riel	رييال كمبودي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KHR/displayName
Comorian Franc	فرنك جزر القمر	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KMF/displayName
North Korean Won	وون كوريا الشمالية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KPW/displayName
South Korean Won	وون كوريا الجنوبية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KRW/displayName
Kuwaiti Dinar	دينار كويتي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KWD/displayName
Cayman Islands Dollar	دولار جزر كيمن	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KYD/displayName
Kazakhstani Tenge	تينغ كازاخستاني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/KZT/displayName
Laotian Kip	كيب لاوسي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LAK/displayName
Lebanese Pound	جنيه لبناني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LBP/displayName
Sri Lankan Rupee	روبية سريلانكية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LKR/displayName
Liberian Dollar	دولار ليبيري	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LRD/displayName
Lesotho Loti	لوتي ليسوتو	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LSL/displayName
Lithuanian Litas	ليتا ليتوانية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LTL/displayName
Lithuanian Talonas	تالوناس ليتواني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LTT/displayName
Luxembourgian Convertible Franc	فرنك لوكسمبرج قابل للتحويل	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LUC/displayName
Luxembourgian Franc	فرنك لوكسمبرج	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LUF/displayName
Luxembourg Financial Franc	فرنك لوكسمبرج المالي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LUL/displayName
Latvian Lats	لاتس لاتفيا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LVL/displayName
Latvian Ruble	روبل لاتفيا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LVR/displayName
Libyan Dinar	دينار ليبي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/LYD/displayName
Moroccan Dirham	درهم مغربي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MAD/displayName
Moroccan Franc	فرنك مغربي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MAF/displayName
Moldovan Leu	ليو مولدوفي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MDL/displayName
Malagasy Ariary	أرياري مدغشقر	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MGA/displayName
Malagasy Franc	فرنك مدغشقر	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MGF/displayName
Macedonian Denar	دينار مقدوني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MKD/displayName
Malian Franc	فرنك مالي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MLF/displayName
Myanmar Kyat	كيات ميانمار	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MMK/displayName
Mongolian Tugrik	توغروغ منغولي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MNT/displayName
Macanese Pataca	باتاكا ماكاوي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MOP/displayName
Mauritanian Ouguiya (1973–2017)	أوقية موريتانية - 1973-2017	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MRO/displayName
Mauritanian Ouguiya	أوقية موريتانية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MRU/displayName
Maltese Lira	ليرة مالطية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MTL/displayName
Maltese Pound	جنيه مالطي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MTP/displayName
Mauritian Rupee	روبية موريشيوسية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MUR/displayName
Maldivian Rufiyaa	روفيه جزر المالديف	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MVR/displayName
Malawian Kwacha	كواشا مالاوي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MWK/displayName
Mexican Peso	بيزو مكسيكي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MXN/displayName
Mexican Silver Peso (1861–1992)	بيزو فضي مكسيكي - 1861-1992	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MXP/displayName
Malaysian Ringgit	رينغيت ماليزي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MYR/displayName
Mozambican Escudo	اسكود موزمبيقي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MZE/displayName
Mozambican Metical	متكال موزمبيقي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/MZN/displayName
Namibian Dollar	دولار ناميبي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/NAD/displayName
Nigerian Naira	نايرا نيجيري	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/NGN/displayName
Nicaraguan Córdoba (1988–1991)	كوردوبة نيكاراجوا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/NIC/displayName
Nicaraguan Córdoba	قرطبة نيكاراغوا	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/NIO/displayName
Dutch Guilder	جلدر هولندي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/NLG/displayName
Norwegian Krone	كرونة نرويجية	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/NOK/displayName
Nepalese Rupee	روبية نيبالي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/NPR/displayName
New Zealand Dollar	دولار نيوزيلندي	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/NZD/displayName
Omani Rial	ريال عماني	cldr-currency	https://raw.githubusercontent.com/unicode-org/cldr-json/48.2.1/cldr-json/cldr-numbers-full/main/ar/currencies.json	2026-09-20	b39cc3d2cc55822e94ef2c4842d759ca60e3f85ae4bf7106268d0d0116168b23	currencies	world	Unicode-3.0	numbers/currencies/OMR/displayName
